513239.688,0.0013
515039.112,0.0013
516838.536,0.0013
518637.96,0.0013
520442.496,0.0013
522241.92,0.0013
524041.344,0.0013
525840.768,0.0013
527640.192,0.0013
529439.616,0.0013
531239.04,0.0013
533038.464,0.0013
534837.888,0.0013
536642.424,0.0013
538441.848,0.0013
540241.272,0.0013
542040.696,0.0013
543840.12,0.0013
545639.544,0.0013
547438.968,0.0013
549238.392,0.0013
551037.816,0.0007
552842.352,0.0007
554641.776,0.0007
556441.2,0.0007
558240.624,0.0007
560040.048,0.0007
561839.472,0.0007
563638.896,0.0007
565438.32,0.0013
567237.744,0.0007
569042.28,0.0007
570841.704,0.0013
572641.128,0.0013
574440.552,0.0013
576239.976,0.0013
578039.4,0.0013
579838.824,0.0013
581638.248,0.0013
583437.672,0.0013
585242.208,0.0013
587041.632,0.0013
588841.056,0.0013
590640.48,0.0013
592439.904,0.0007
594239.328,0.0007
596038.752,0.0007
597838.176,0.0007
599637.6,0.0013
601442.136,0.0013
603241.56,0.0013
605040.984,0.0013
606840.408,0.0007
608639.832,0.0007
610439.256,0.0007
612238.68,0.0007
614038.104,0.0007
615837.528,0.0007
617642.064,0.0007
619441.488,0.0007
621240.912,0.0007
623040.336,0.0007
624839.76,0.0007
626639.184,0.0007
628438.608,0.0007
630238.032,0.0007
632037.456,0.0007
