% Model,VAM_UC_-_dispersivity_0-07m_-_2017-05-30.mph
% Version,COMSOL 5.3.0.223
% Date,"May 30 2017, 14:57"
% Table,Table 1 (c_n - point_4) - Point Evaluation 1 - c_n (c_n)
% Time (s),"Concentration (kg/m^3), Point: 4"
1258000,8.112273148701103E-6
1259000,8.085423161175925E-6
1260000,8.058573173650745E-6
1261000,8.031723186125567E-6
1262000,8.004873198600388E-6
1263000,7.97802321107521E-6
1264000,7.951173223550032E-6
1265000,7.924323236024854E-6
1266000,7.897473248499675E-6
1267000,7.870623260974497E-6
1268000,7.843773273449317E-6
1269000,7.81692328592414E-6
1270000,7.790073298398961E-6
1271000,7.763223310873782E-6
1272000,7.736373323348604E-6
1273000,7.709523335823425E-6
1274000,7.682673348298247E-6
1275000,7.655823360773069E-6
1276000,7.62897337324789E-6
1277000,7.602123385722712E-6
1278000,7.5752733981975336E-6
1279000,7.548423410672355E-6
1280000,7.521573423147176E-6
1281000,7.4947234356219975E-6
1282000,7.467873448096819E-6
1283000,7.441023460571641E-6
1284000,7.414173473046462E-6
1285000,7.3873234855212835E-6
1286000,7.360473497996105E-6
1287000,7.333623510470926E-6
1288000,7.306773522945748E-6
1289000,7.27992353542057E-6
1290000,7.253073547895392E-6
1291000,7.226223560370213E-6
1292000,7.199373572845034E-6
1293000,7.172523585319856E-6
1294000,7.145673597794678E-6
1295000,7.118823610269499E-6
1296000,7.09197362274432E-6
1297000,7.0651236352191425E-6
1298000,7.038273647693965E-6
1299000,7.011423660168786E-6
1300000,6.984573672643607E-6
1301000,6.9577236851184285E-6
1302000,6.93087369759325E-6
1303000,6.904023710068071E-6
1304000,6.877173722542893E-6
1305000,6.8503237350177145E-6
1306000,6.823473747492536E-6
1307000,6.796623759967357E-6
1308000,6.769773772442178E-6
1309000,6.742923784917E-6
1310000,6.716073797391823E-6
1311000,6.689223809866644E-6
1312000,6.662373822341465E-6
1313000,6.635523834816287E-6
1314000,6.608673847291108E-6
1315000,6.58182385976593E-6
1316000,6.554973872240751E-6
1317000,6.528123884715573E-6
1318000,6.501273897190395E-6
1319000,6.474423909665216E-6
1320000,6.447573922140038E-6
1321000,6.4207239346148595E-6
1322000,6.393873947089681E-6
1323000,6.367023959564502E-6
1324000,6.340173972039323E-6
1325000,6.3133239845141456E-6
1326000,6.286473996988967E-6
1327000,6.259624009463788E-6
1328000,6.2327740219386094E-6
1329000,6.205924034413431E-6
1330000,6.179074046888252E-6
1331000,6.152224059363074E-6
1332000,6.1253740718378955E-6
1333000,6.098524084312717E-6
1334000,6.071674096787538E-6
1335000,6.044824109262359E-6
1336000,6.017974121737182E-6
1337000,5.991124134212004E-6
1338000,5.964274146686825E-6
1339000,5.937424159161647E-6
1340000,5.910574171636468E-6
1341000,5.8837241841112905E-6
1342000,5.856874196586112E-6
1343000,5.830024209060933E-6
1344000,5.8031742215357544E-6
