% Model,dns_full_-_inletOutlet_dispersivity_0-029_update_out.mph
% Version,COMSOL 5.3.0.223
% Date,"Jul 10 2017, 18:13"
% Table,Table 3 - Surface Average 1 (c)
% Time (s),Concentration (kg/m^3)
942000,4.608368411441542E-5
943000,4.5758834978789836E-5
944000,4.5436274455490314E-5
945000,4.5115986306115825E-5
946000,4.479795439696663E-5
947000,4.448216269787604E-5
948000,4.4168595281044355E-5
949000,4.385723631987022E-5
950000,4.354807008778479E-5
951000,4.3241080957083575E-5
952000,4.293625339776021E-5
953000,4.2633584860070066E-5
954000,4.23330523758884E-5
955000,4.203463820271669E-5
956000,4.1738327403951E-5
957000,4.144410514389054E-5
958000,4.115195668673493E-5
959000,4.086186739558425E-5
960000,4.0573822731435984E-5
961000,4.0287808252185655E-5
962000,4.000380961162341E-5
963000,3.972181255843392E-5
964000,3.944180293519425E-5
965000,3.9163766677373115E-5
966000,3.888768981232929E-5
967000,3.861355845830941E-5
968000,3.834135882344785E-5
969000,3.807107720476455E-5
970000,3.780269998716365E-5
971000,3.753621364243235E-5
972000,3.727160472823939E-5
973000,3.700885988713356E-5
974000,3.674796584554239E-5
975000,3.6488909412771055E-5
976000,3.6231677480000274E-5
977000,3.5976257019285374E-5
978000,3.572263508255507E-5
979000,3.547081290887402E-5
980000,3.5220766501478315E-5
981000,3.4972482801078566E-5
982000,3.472594936704387E-5
983000,3.448115384193351E-5
984000,3.423808395064766E-5
985000,3.399672749957849E-5
986000,3.375707237576043E-5
987000,3.3519106546021906E-5
988000,3.328281805613542E-5
989000,3.3048195029968974E-5
990000,3.2815225668636525E-5
991000,3.258389824964897E-5
992000,3.235420112606515E-5
993000,3.2126122725642715E-5
994000,3.189965154998875E-5
995000,3.167477617371062E-5
996000,3.14514852435676E-5
997000,3.122976747762033E-5
998000,3.100961166438283E-5
999000,3.079100666197339E-5
1000000,3.0573941397264376E-5
1001000,3.0358404865034154E-5
1002000,3.0144386127117505E-5
1003000,2.9931874311556647E-5
1004000,2.9720860045539973E-5
1005000,2.9511344426301386E-5
1006000,2.9303305854528746E-5
1007000,2.9096733902134256E-5
1008000,2.889161821103805E-5
1009000,2.8687948492468633E-5
1010000,2.8485714526263283E-5
1011000,2.8284906160168168E-5
1012000,2.808551330913905E-5
1013000,2.7887525954641333E-5
1014000,2.7690934143950765E-5
1015000,2.7495727989453655E-5
1016000,2.7301897667947057E-5
1017000,2.7109433419939737E-5
1018000,2.6918325548951822E-5
1019000,2.6728564420815582E-5
